#Genotype_assay_ID,GS_accession_name,Country,GS_id(separated from accession),SampleSet,Subpop
6e49e6e7.0,CUIABANA,Brazil,IRTP 17401-C1,RDP2,trj
7504add9.0,GANIGI,Indonesia,IRGC 48698-C1,RDP2,trj
2257c553.0,GOGO,Indonesia,IRGC 43390-C1,RDP2,trj
c99e3bb1.0,IR 63380-16,Philippines,C1,RDP2,trj
6df8173f.0,IR 68704-145-1-1-B,Philippines,C1,RDP2,trj
7b0d63f5.0,IR 71525-19-1-1,Philippines,C1,RDP2,trj
1259ff35.0,IR 72967-12-2-3,Philippines,C1,RDP2,ind2
2783f020.0,IRAT 104,Cote d'Ivoire,C1,RDP2,trj
62fc3268.0,IRAT 112,Cote d'Ivoire,C1,RDP2,trj
79f5efca.0,IRAT 234,French Guiana,C1,RDP2,trj
264ca5bc.0,IRAT 335,Bolivia,C1,RDP2,trj
96d3e4cd.0,KAKANI 2,Nepal,IRGC 13373-C1,RDP2,admixed
dd3201c5.0,MITSANGANAHIJERY,Madagascar,GERVEX 8316-C1,RDP2,trj
3f191e83.0,VARY LAVA 90,Madagascar,GERVEX 8254-C1,RDP2,trj
05a70989.0,VARY LAVA DE BETAFO,Madagascar,GERVEX 8381-C1,RDP2,trj
29996530.0,VARY MADINIKA 3566,Madagascar,GERVEX 8448-C1,RDP2,trj
af014bc6.0,IR 47686-09-01-B-1,Philippines,C1,RDP2,trj
2793c2ae.0,IR 71524-44-1-1,Philippines,C1,RDP2,trj
44046f80.0,VIETNAM 1,Viet Nam,C1,RDP2,admixed-jap
f40ea464.0,CO 39,India,IRGC 51231-1,RDP2,admixed-ind
66b6164a.0,KOYRA,Bangladesh,IRGC 77267-1,RDP2,aus
41872470.0,BHADOIA 303,Bangladesh,IRGC 6588-1,RDP2,aus
2ced64b0.0,POENOET HITAM,Indonesia,IRGC 8193-1,RDP2,admixed-jap
92044b56.0,JC 1,India,IRGC 9091-1,RDP2,aro
b598fb70.0,SUFAID 246,Pakistan,IRGC 28303-1,RDP2,aus
61659fb4.0,ARC 13829,India,IRGC 42469-1,RDP2,aro
14dc0f9b.0,HOLOI BASH (SOLOI BASH),Bangladesh,IRGC 64778-1,RDP2,aus
a6888b79.0,SIMUL KHURI,India,IRGC 35154-1,RDP2,aus
f523a01d.0,LALSAITA,Bangladesh,IRGC 43915-1,RDP2,aus
d00c1e13.0,ARC 10497,India,IRGC 12485-1,RDP2,aro
46aa9c6a.0,SHANKA,Bhutan,IRGC 67848-1,RDP2,aro
2cdab92c.0,MUTTU SAMBA,Sri Lanka,IRGC 36333-1,RDP2,ind3
ea0b205a.0,PANKHARI 203,India,IRGC 5999-1,RDP2,aro
84cbb57e.0,ARC 10100,India,IRGC 20709-1,RDP2,aus
89d2c5a0.0,TAK SUFAID,Pakistan,IRGC 73127-1,RDP2,aus
850b5257.0,SHINCHIKU IKU 103,Taiwan,IRGC 10430-1,RDP2,tej
1e5e8456.0,CHANDARHAT,Bangladesh,IRGC 25845-1,RDP2,aus
dd87f5b2.0,YANGKUM (RED),Bhutan,IRGC 32406-1,RDP2,admixed-jap
c0fe8244.0,CHUNGUR BALI,Bangladesh,IRGC 25855-1,RDP2,aus
f889e421.0,CHUA DAU,China,IRGC 4785-1,RDP2,admixed-ind
dbd7a43d.0,PODI HEENATI,Sri Lanka,IRGC 36345-1,RDP2,aus
1fb8be6d.0,AI DA ZHONG,China,IRGC 59348-1,RDP2,tej
f1be6ab1.0,BERENJ 1277 S,Afghanistan,IRGC 3461-1,RDP2,admixed
c840a160.0,AMARELO,Hungary,IRGC 9389-1,RDP2,tej
423be591.0,GEANT W 7,Netherlands,IRGC 9620-1,RDP2,admixed
c88dcbba.0,CIWINI SML,Surinam,IRGC 50642-1,RDP2,admixed-jap
77522873.0,Francis,India,NA,RDP2,trj
89254798.0,Khau Mac Kho,India,NA,RDP2,admixed-jap
00eb64ff.0,Khao Nok,India,NA,RDP2,admixed-jap
02d095ba.0,K 65,India,NA,RDP2,admixed
03c6494e.0,ARC 7047,India,NA,RDP2,aus
0479b909.0,Jhona 2,India,NA,RDP2,aus
074b77c3.0,Akage,India,NA,RDP2,tej
08ad4a27.0,Tupa729,India,NA,RDP2,admixed
08de34ee.0,Azucena,India,NA,RDP2,trj
0c8eb926.0,Nov-93,India,NA,RDP2,admixed-ind
0cec5a7c.0,Lebed,India,NA,RDP2,admixed-jap
0ede42bd.0,NSFTV230,India,NA,RDP2,tej
0f847952.0,Nipponbare,India,NA,RDP2,tej
12a175c1.0,Spring,India,NA,RDP2,trj
12c4cd0b.0,MCR010277,India,NA,RDP2,admixed-jap
15c81bea.0,Jarjan,India,NA,RDP2,aus
1c90f30d.0,Padi Perak,India,NA,RDP2,trj
1d0066e2.0,Baguamon 14,India,NA,RDP2,ind3
1d228dbc.0,Ratul,India,NA,RDP2,aus
1eb9eba2.0,Urasan 1,India,NA,RDP2,admixed-jap
1fbe21f5.0,Dragon Eyeball 100,India,NA,RDP2,admixed-jap
2560fd8e.0,Dianyu 1,India,NA,RDP2,tej
299cd71b.0,Anjana Dhan,India,NA,RDP2,aus
2b09d29a.0,Khao Nam Jen,India,NA,RDP2,tej
2f806e22.0,Jinguoyin,India,NA,RDP2,ind1
31a635bf.0,Jena 035,India,NA,RDP2,aus
38fd6917.0,Surjamukhi,India,NA,RDP2,aus
3cb37cc2.0,Jarjan,India,NA,RDP2,aus
3d71b9ff.0,Nepal 8,India,NA,RDP2,aus
3e1268da.0,NSFTV383,India,NA,RDP2,tej
3f829fb5.0,Rikuu132,India,NA,RDP2,tej
3fb2d6a8.0,Tupa 121-3,India,NA,RDP2,aus
40565e0c.0,Khau Tan Chiem,India,NA,RDP2,tej
4176d4e6.0,Basilanon,India,NA,RDP2,admixed-jap
41a77e0a.0,Hong Cheuh Zai,India,NA,RDP2,ind1
4916ae53.0,Taducan,India,NA,RDP2,admixed-ind
4ccd3edd.0,Bleiyo,India,NA,RDP2,admixed-ind
51dd7586.0,Davao 1,India,NA,RDP2,ind1
56468c9d.0,Asu,India,NA,RDP2,admixed-ind
61876b53.0,Yang Dao 6,India,NA,RDP2,ind2
63c8f004.0,Bei Khe,India,NA,RDP2,admixed-ind
63f63dde.0,NSFTV48,India,NA,RDP2,admixed-jap
669e3d51.0,Eiko,India,NA,RDP2,tej
6a5146e0.0,Hakphaynhay,India,NA,RDP2,ind3
715bc18e.0,Wells,India,NA,RDP2,trj
73aec5ea.0,Deng Pao Zhai ,India,NA,RDP2,ind1
78f800b1.0,Rambhog,India,NA,RDP2,ind3
78fdc427.0,Kalo Dhan,India,NA,RDP2,aus
791cbbb3.0,Puluik Arang,India,NA,RDP2,ind2
7af335f7.0,Milyang 23,India,NA,RDP2,ind2
7c74fa8e.0,Hg 24,India,NA,RDP2,admixed
7ea14274.0,Shwe Nang Gyi,India,NA,RDP2,admixed
7ff91fce.0,Deejiaohualuo,India,NA,RDP2,ind1
8451e994.0,Muha,India,NA,RDP2,aus
85240e22.0,IR64,India,NA,RDP2,ind2
88a73de4.0,Tima,India,NA,RDP2,admixed
88cda384.0,ARC 11094,India,NA,RDP2,aus
9158ad61.0,Padi Kuning,India,NA,RDP2,admixed-ind
9911d255.0,Vandaran,India,NA,RDP2,ind3
9b2638e2.0,Calotoc,India,NA,RDP2,admixed-jap
9d891ce4.0,Kahei,India,NA,RDP2,admixed-jap
a66e51e4.0,Qingyu,India,NA,RDP2,ind1
a6c97936.0,Badari Dhan,India,NA,RDP2,aus
a7c72ef5.0,Omachi,India,NA,RDP2,tej
b37e6755.0,NSFTV374,India,NA,RDP2,tej
b4701a3f.0,Rinsisanhongmi,India,NA,RDP2,admixed-ind
b5e78cd9.0,Kameji,India,NA,RDP2,tej
b96d2f2a.0,VAZAKONANDRIANA,India,IRGC69945-1,RDP2,trj
bf2bfe3b.0,Rexmont,India,NA,RDP2,trj
bfcf9a06.0,Pokkali,India,NA,RDP2,ind3
c4a387e7.0,Shoni,India,NA,RDP2,aus
c6d4b592.0,NSFTV351,India,NA,RDP2,tej
c7ededfe.0,Local Basmati,India,NA,RDP2,admixed
c81608a5.0,Jaguary,India,NA,RDP2,admixed-jap
ca108782.0,Nepal 555,India,NA,RDP2,aus
cb4ad06b.0,Co 13,India,NA,RDP2,ind3
cbba6af5.0,NSFTV362,India,NA,RDP2,trj
cd13e5c7.0,Shinriki,India,NA,RDP2,tej
cdeff1a8.0,Pinulupot 1,India,NA,RDP2,admixed-jap
cf184e89.0,Phulba,India,NA,RDP2,admixed-jap
d51012b7.0,Kaluheenati,India,NA,RDP2,aus
d6d7f2fd.0,Naba,India,NA,RDP2,admixed-ind
d922c304.0,Chin Galay,India,NA,RDP2,ind3
da412234.0,Neang Phtong,India,NA,RDP2,admixed-ind
e26bcea4.0,Vary Futsi,India,NA,RDP2,admixed-ind
e4eedabb.0,Asahi,India,NA,RDP2,tej
e57e1762.0,Bingala,India,NA,RDP2,admixed-ind
e7f0806b.0,IR 58,India,NA,RDP2,ind2
e88bd99f.0,Neang Menh,India,NA,RDP2,ind2
f1e566e4.0,Aikoku,India,NA,RDP2,tej
f268d1d4.0,Sensho,India,NA,RDP2,admixed-jap
f41aff57.0,Kemasin,India,NA,RDP2,ind2
f7377409.0,Shuusoushu,India,NA,RDP2,ind1
fad25f2d.0,Ma sho,India,NA,RDP2,trj
ff7ace8e.0,Nipponbare,India,NA,RDP2,tej
06334433.0,FORTUNA,United States,NA,RDP1,trj
09869491.0,LOMELLO,Italy,NA,RDP1,tej
16463092.0,MEHR,Iran,NA,RDP1,aus
30646147.0,CHAU,Vietnam,NA,RDP1,admixed-ind
61152244.0,TSIPALA 421,Madagascar,NA,RDP1,admixed-ind
72497775.0,TONDOK,Indonesia,NA,RDP1,trj
85959164.0,PATNA,Morocco,NA,RDP1,admixed-jap
86556239.0,MELANOTRIX,Tajikistan,NA,RDP1,tej
87621330.0,PIRINAE 69,Macedonia or Former Yugoslavia,NA,RDP1,tej
88631879.0,TAINUNG 67,Taiwan,NA,RDP1,tej
006dfe9b.0,KALAMKATI,India,NA,RDP1,aus
014ab0f1.0,DA16,Unknown,NA,RDP1,admixed-ind
024bbd20.0,BLUE ROSE SUPREME,United States,NA,RDP1,admixed-jap
02cc7c6d.0,RATHUWEE,Sri Lanka,NA,RDP1,ind2
044639de.0,IITA 135,Nigeria,NA,RDP1,trj
0491646d.0,MINGHUI 63,China,NA,RDP1,admixed-ind
068b860d.0,CHODONGJI,Republic of Korea,NA,RDP1,tej
0764178c.0,ARC 10086,India,NA,RDP1,trj
07dac217.0,SRI MALAYSIA DUA,Malaysia,NA,RDP1,tej
07f246bb.0,SML 242,Suriname,NA,RDP1,ind1
084e8b29.0,KHAO PAHK MAW,Thailand,NA,RDP1,aus
092f15e7.0,SUNDENSIS,Kazakhstan,NA,RDP1,ind2
0bca95e0.0,NPE 835,Pakistan,NA,RDP1,tej
0be20a08.0,ROMANICA,Hungary,NA,RDP1,tej
0c85e164.0,KOTOBUKI MOCHI,Unknown,NA,RDP1,admixed-jap
0d125c0e.0,ARC 7229,India,NA,RDP1,aus
0defa551.0,DV 123,Bangladesh,NA,RDP1,aus
0e787735.0,ZERAWCHANICA KARATALSKI,Poland,NA,RDP1,tej
0f6a67da.0,PAPPAKU,Taiwan,NA,RDP1,admixed-ind
11bf5114.0,MUDGO,India,NA,RDP1,ind3
122a975b.0,ASD 1,India,NA,RDP1,tej
128dd425.0,SULTANI,Egypt,NA,RDP1,trj
12d82364.0,IR 8,Philippines,NA,RDP1,admixed-ind
137628a5.0,56-122-23,Thailand,NA,RDP1,tej
13ae4f27.0,SZE GUEN ZIM,China,NA,RDP1,ind1
149fb038.0,YABANI MONTAKHAB 7,Egypt,NA,RDP1,tej
14e43b02.0,RIKUTO NORIN 21,Japan,NA,RDP1,admixed-jap
1510e4aa.0,DNJ 140,Bangladesh,NA,RDP1,aus
1516d75f.0,GAMBIAKA SEBELA,Mali,NA,RDP1,tej
15e6c437.0,Feb-68,France,NA,RDP1,tej
16d7e397.0,SML KAPURI,Suriname,NA,RDP1,tej
17627a92.0,C1-6-5-3,Mexico,NA,RDP1,admixed
17c4070a.0,SHORT GRAIN,Thailand,NA,RDP1,admixed-ind
180a155f.0,DELLA,United States,NA,RDP1,trj
1911c363.0,GUINEANDAO,Guinea,NA,RDP1,admixed-jap
192e24ab.0,TADUKAN,Philippines,NA,RDP1,admixed-ind
195567bf.0,CA 902/B/2/1,Chad,NA,RDP1,aus
1956dd3f.0,CHAHORA 144,Unknown,NA,RDP1,trj
199f4455.0,NUCLEORYZA,Austria,NA,RDP1,tej
1a946dc6.0,RTS 4,Vietnam,NA,RDP1,ind3
1a95985b.0,RIKUTO KEMOCHI,Japan,NA,RDP1,tej
1ab838a2.0,HONDURAS,Honduras,NA,RDP1,trj
1ce7093b.0,CAROLINA GOLD,United States,NA,RDP1,trj
1e26852c.0,OKSHITMAYIN,Myanmar,NA,RDP1,admixed-jap
1e4f3933.0,JAMIR,Bangladesh,NA,RDP1,aus
1e91cb13.0,1021,Unknown,NA,RDP1,trj
1eb5d579.0,COCODRIE,United States,NA,RDP1,trj
1f10be3d.0,LACROSSE,United States,NA,RDP1,admixed-jap
1f6f13c3.0,DM 56,Bangladesh,NA,RDP1,aus
1f856ac1.0,LADY WRIGHT SELN,United States,NA,RDP1,admixed-jap
20a4c97d.0,KOSHIHIKARI,Japan,NA,RDP1,tej
21d3f1b3.0,DV85,Bangladesh,NA,RDP1,aus
22e60af9.0,LEUANG HAWN,Thailand,NA,RDP1,tej
234e0df9.0,WIR 3039,Tajikistan,NA,RDP1,tej
238f25f1.0,TAINAN-IKU NO. 512,Taiwan,NA,RDP1,tej
2593e5a7.0,CS-M3,United States,NA,RDP1,tej
263f2baf.0,PATE BLANC MN 1,Cote d'Ivoire,NA,RDP1,trj
2779bba9.0,PR 304,Puerto Rico,NA,RDP1,trj
280279b3.0,OSTIGLIA,Italy,NA,RDP1,tej
298c9652.0,RT0034,United States,NA,RDP1,ind2
2a7724c1.0,ECIA76-S89-1,Cuba,NA,RDP1,admixed-ind
2a9d8d47.0,BABER,India,NA,RDP1,tej
2b28e441.0,TKM 6,India,NA,RDP1,ind3
2b4e06fe.0,CHUAN 4,Taiwan,NA,RDP1,aus
2b81cf74.0,DOSEL,Spain,NA,RDP1,tej
2c583eed.0,WIR 3764,Uzbekistan,NA,RDP1,tej
2db62b89.0,TAINAN IKU 487,Taiwan,NA,RDP1,tej
2e1c9c87.0,BAGHLANI NANGARHAR,Afghanistan,NA,RDP1,tej
30c3073f.0,ASSE Y PUNG,Philippines,NA,RDP1,trj
311aaf30.0,SADRI BELYI,Azerbaijan,NA,RDP1,aro
3269952e.0,SHOEMED,United States,NA,RDP1,tej
328163e1.0,KASALATH,India,NA,RDP1,aus
32a15c4d.0,CAROLINA GOLD SEL,United States,NA,RDP1,trj
32a6808e.0,KU 115,Thailand,NA,RDP1,trj
32ca1759.0,AIJIAONANTE,China,NA,RDP1,ind1
330798b4.0,WC 2810,Unknown,NA,RDP1,trj
348853a5.0,RINALDO BERSANI,Italy,NA,RDP1,tej
34df4fca.0,WC 4419,Honduras,NA,RDP1,trj
37249a74.0,ROJOFOTSY 738,Madagascar,NA,RDP1,admixed-ind
38ab4ed4.0,KATY,United States,NA,RDP1,trj
3995b6ff.0,JEFFERSON,United States,NA,RDP1,trj
39dd7feb.0,HU LO TAO,China,NA,RDP1,tej
3aa51818.0,ORYZICA LLANOS 5,Colombia,NA,RDP1,ind2
3afe3c0b.0,NORTAI,United States,NA,RDP1,admixed-jap
3b25c24f.0,NIRA,United States,NA,RDP1,ind1
3c10a4b8.0,IRAT 13,Cote d'Ivoire,NA,RDP1,trj
3e58f34c.0,KACHILON,Bangladesh,NA,RDP1,aus
3ea144c5.0,SHINRIKI,Japan,NA,RDP1,tej
3eb8fab5.0,DJ 24,Bangladesh,NA,RDP1,aus
3f0623af.0,GUATEMALA 1021,Guatemala,NA,RDP1,trj
3fb62843.0,PAI HOK GLUTINOUS,Hong Kong,NA,RDP1,ind1
407f31bd.0,HAGINOMAE MOCHI,Japan,NA,RDP1,tej
40f343f4.0,T26,India,NA,RDP1,aus
41be3af3.0,BALA,India,NA,RDP1,admixed-ind
432387a8.0,DULAR,India,NA,RDP1,aus
446f6c62.0,BINULAWAN,Philippines,NA,RDP1,ind2
44aeff79.0,TROPICAL RICE,Ecuador,NA,RDP1,tej
4559ff3f.0,BUL ZO,Republic of Korea,NA,RDP1,tej
45d3c920.0,CYBONNET,United States,NA,RDP1,trj
45ec7861.0,JC149,India,NA,RDP1,ind3
480f7505.0,ARC 6578,India,NA,RDP1,aus
48b4f132.0,SINAMPAGA SELECTION,Philippines,NA,RDP1,trj
48d3bc66.0,NIPPONBARE,Japan,NA,RDP1,tej
493f2b7e.0,VARYLA,Madagascar,NA,RDP1,admixed-jap
49649a00.0,HUNAN EARLY DWARF NO. 3,China,NA,RDP1,ind1
4ab486ec.0,ROMEO,Italy,NA,RDP1,tej
4b0a7350.0,BERENJ,Afghanistan,NA,RDP1,admixed
4c188d7c.0,TOG 7178,Senegal,NA,RDP1,admixed-ind
4e35b58a.0,DZ 193,Bangladesh,NA,RDP1,aus
4ef132dc.0,TAM CAU 9 A,Vietnam,NA,RDP1,admixed-ind
4f4f777a.0,PALMYRA,United States,NA,RDP1,admixed-jap
4f643bf5.0,TEQING,China,NA,RDP1,admixed-ind
523d5ec4.0,WAB 502-13-4-1,Cote d'Ivoire,NA,RDP1,trj
52c6e2ba.0,CAAWA/FORTUNA,Taiwan,NA,RDP1,trj
531e23fa.0,N 12,India,NA,RDP1,aro
536afc14.0,IRAT 44,Burkina Faso,NA,RDP1,trj
5384be83.0,TCHIBANGA,Gabon,NA,RDP1,ind1
544f48c0.0,VIALONE,Italy,NA,RDP1,tej
5497b233.0,TOKYO SHINO MOCHI,Japan,NA,RDP1,admixed-jap
5505a767.0,BELLARDONE,France,NA,RDP1,tej
5533f406.0,ARC 10352,Unknown,NA,RDP1,aro
55d3afae.0,IRGA 409,Brazil,NA,RDP1,ind2
5632be21.0,FOSSA AV,Burkina Faso,NA,RDP1,trj
56f5103e.0,DJIMORON,Guinea,NA,RDP1,ind3
57d7feea.0,EARLY WATARIBUNE,Japan,NA,RDP1,tej
58d5bdc3.0,SAKU,Mongolia,NA,RDP1,admixed-jap
593def74.0,LLANERO 501,Venezuela,NA,RDP1,trj
5aa7968d.0,TRIOMPHE DU MAROC,Morocco,NA,RDP1,tej
5ae0bd70.0,BAHIA,Spain,NA,RDP1,tej
5b144b9c.0,O-LUEN-CHEUNG,Taiwan,NA,RDP1,ind1
5c592759.0,CI 11026,United States,NA,RDP1,admixed-jap
5df8f871.0,KINASTANO,Philippines,NA,RDP1,trj
5ef1be74.0,AI-CHIAO-HONG,China,NA,RDP1,ind1
5efe8622.0,ARABI,Egypt,NA,RDP1,admixed-jap
60c362f1.0,TIA BURA,Indonesia,NA,RDP1,trj
60e142c3.0,C57-5043,United States,NA,RDP1,trj
61b7bf53.0,FIROOZ,Iran,NA,RDP1,aro
61cc3858.0,IR 36,Philippines,NA,RDP1,ind2
626cd18d.0,WANICA,Suriname,NA,RDP1,trj
630c7f90.0,C 101 A 51,Philippines,NA,RDP1,admixed-ind
63f298ba.0,PAO TOU HUNG,China,NA,RDP1,ind1
642238d9.0,KON SUITO,Mongolia,NA,RDP1,admixed-jap
64fa0112.0,KERITING TINGGI,Indonesia,NA,RDP1,admixed-jap
6516a500.0,TAIPEI 309,Taiwan,NA,RDP1,tej
652530bb.0,GEUMOBYEO,Republic of Korea,NA,RDP1,tej
660f0236.0,BASMATI 1,Unknown,NA,RDP1,aus
661eaeaa.0,CRIOLLO LA FRIA,Venezuela,NA,RDP1,ind1
66d97672.0,JHONA 349,India,NA,RDP1,aus
6815ec6d.0,OSOGOVKA,Macedonia,NA,RDP1,tej
68c2ecf8.0,DOURADO AGULHA,Brazil,NA,RDP1,trj
69527f35.0,CUBA 65,Cuba,NA,RDP1,trj
6ab77e3e.0,L 202,United States,NA,RDP1,trj
6af7c9fc.0,BLUE ROSE,United States,NA,RDP1,admixed-jap
6b37cb3d.0,CHIBICA,Mozambique,NA,RDP1,tej
6c91b63d.0,PANKHARI 203,India,NA,RDP1,aro
6cedf6aa.0,NPE 844,Unknown,NA,RDP1,trj
6d9c7d8b.0,STEGARU 65,Romania,NA,RDP1,tej
6e26f4cc.0,LEUNG PRATEW,Thailand,NA,RDP1,ind2
6f068769.0,PTB 30,India,NA,RDP1,aus
6f263bd1.0,WAB 501-11-5-1,Cote d'Ivoire,NA,RDP1,trj
7119ebee.0,BOMBON,Spain,NA,RDP1,tej
7126c359.0,CI 11011,United States,NA,RDP1,trj
714ac141.0,PAGAIYAHAN,Taiwan,NA,RDP1,ind1
71bd9426.0,ORO,Chile,NA,RDP1,tej
71d5fcf4.0,GHARIB,Unknown,NA,RDP1,ind1
72cef953.0,DM 59,Bangladesh,NA,RDP1,aus
73b20824.0,KIUKI NO. 46,Japan,NA,RDP1,tej
73c4fdfb.0,KIHOGO,Tanzania,NA,RDP1,tej
743f41c1.0,KIANG-CHOU-CHIU,Taiwan,NA,RDP1,ind1
74c9fbbc.0,DAWEBYAN,Myanmar,NA,RDP1,admixed-ind
7691a376.0,HSIA-CHIOH-KEH-TU,Taiwan,NA,RDP1,admixed-ind
76a1efc9.0,PATO DE GALLINAZO Y 5371,Australia,NA,RDP1,admixed-jap
76db905a.0,SABER,United States,NA,RDP1,trj
76f56677.0,DAM,Thailand,NA,RDP1,admixed-jap
773e969e.0,519,Uruguay,NA,RDP1,admixed-ind
7741d7c1.0,CANELLA DE FERRO,Brazil,NA,RDP1,trj
778cea6e.0,RAZZA 77,Italy,NA,RDP1,tej
77f6728e.0,325,Taiwan,NA,RDP1,trj
7a723d9e.0,NORIN 20,Japan,NA,RDP1,tej
7b7a0d82.0,MIRITI,Unknown,NA,RDP1,trj
7bee5b9f.0,KANIRANGA,Indonesia,NA,RDP1,trj
7cfe4a0c.0,PARAIBA CHINES NOVA,Brazil,NA,RDP1,ind1
7d4c6c4e.0,DHALA SHAITTA,Bangladesh,NA,RDP1,aus
7dba928e.0,PADI PAGALONG,Malaysia,NA,RDP1,trj
7e956f22.0,KPF-16,Bangladesh,NA,RDP1,admixed-ind
7eb7c6a8.0,LAC 23,Liberia,NA,RDP1,trj
7f7fb805.0,GOTAK GATIK,Indonesia,NA,RDP1,admixed-jap
7fc911f7.0,LUSITANO,Portugal,NA,RDP1,tej
806c51cc.0,SHAI-KUH,China,NA,RDP1,admixed-ind
80fc89ae.0,KARKATI 87,Bangladesh,NA,RDP1,aus
818143d8.0,LEAH,United States,NA,RDP1,trj
81d03b86.0,ARC 10177,Unknown,NA,RDP1,aus
8288d278.0,DOBLE CAROLINA RINALDO BARSANI,Uruguay,NA,RDP1,admixed-jap
841bcf9a.0,MOJITO COLORADO,Bolivia,NA,RDP1,trj
84ad8457.0,SANTHI SUFAID,Pakistan,NA,RDP1,aus
853e318c.0,CREOLE,Belize,NA,RDP1,trj
85551f9c.0,SATURN,United States,NA,RDP1,trj
85da3a70.0,PI 298967-1,Australia,NA,RDP1,admixed-jap
8629f76c.0,MANSAKU,Japan,NA,RDP1,tej
8653bbdb.0,RTS 14,Vietnam,NA,RDP1,ind1
86f75d2b.0,AGOSTANO,Italy,NA,RDP1,tej
872ec0b4.0,BR24,Bangladesh,NA,RDP1,ind2
88e1f162.0,BULGARE,France,NA,RDP1,tej
897c5eef.0,KHAO HAWM,Unknown,NA,RDP1,trj
8a06320f.0,MING HUI,China,NA,RDP1,ind2
8a41a10a.0,SAB INI,Egypt,NA,RDP1,tej
8adbe877.0,LIGERITO,Colombia,NA,RDP1,trj
8c76404c.0,LUK TAKHAR,Afghanistan,NA,RDP1,tej
8cd35626.0,BERGREIS,Austria,NA,RDP1,tej
8cfa8fb2.0,583,Ecuador,NA,RDP1,trj
8d6aded4.0,DOM-SOFID,Iran,NA,RDP1,aro
8e6220e5.0,OS6,Nigeria,NA,RDP1,trj
8e941960.0,B 6616 A 4-22-BK-5-4,United States,NA,RDP1,trj
8fafd383.0,PEH-KUH,Taiwan,NA,RDP1,ind1
9127f236.0,TA MAO TSAO,China,NA,RDP1,tej
915c0033.0,YRL-1,Australia,NA,RDP1,admixed-jap
924bd3ae.0,RONDO (4484-1693),China,NA,RDP1,admixed-ind
93387d96.0,TAICHUNG NATIVE 1,Taiwan,NA,RDP1,ind1
958ed737.0,MOJITO COLORADO,Bolivia,NA,RDP1,trj
961237a1.0,KAYBONNET,United States,NA,RDP1,trj
9764b3c8.0,318,Turkey,NA,RDP1,trj
97ce6839.0,DOM ZARD,Iran,NA,RDP1,aro
97dcf87d.0,IRAT 177,French Guiana,NA,RDP1,trj
986a3c37.0,ZHENSHAN 97 B,China,NA,RDP1,ind1
9a60fd42.0,SL 22-613,Sierra Leone,NA,RDP1,ind3
9aa2c28a.0,UPLAND,Ponape Island, Micronesia,NA,RDP1,trj
9ac72c9e.0,ZHENSHAN 2,China,NA,RDP1,ind1
9b2223bb.0,TREMBESE,Indonesia,NA,RDP1,trj
9b34fda6.0,EARLY,United States,NA,RDP1,admixed-jap
9b36ce98.0,WAB 56-104,Cote d'Ivoire,NA,RDP1,trj
9b37187d.0,CAUCASICA,Former Soviet Union,NA,RDP1,tej
9baa653c.0,TOX 782-20-1,Nigeria,NA,RDP1,trj
9c099b78.0,GHATI KAMMA NANGARHAR,Afghanistan,NA,RDP1,aus
9e09efb3.0,JASMINE 85,Philippines,NA,RDP1,ind2
9e0c626c.0,EH IA CHIU,Taiwan,NA,RDP1,tej
9ec86ff1.0,GYEHWA 3,Republic of Korea,NA,RDP1,tej
9f1f4614.0,KITRANA 508,Unknown,NA,RDP1,aro
9f782e9e.0,LEMONT,United States,NA,RDP1,trj
9f786a86.0,SHIRKATI,Afghanistan,NA,RDP1,aus
a08839ce.0,M-202,United States,NA,RDP1,admixed-jap
a0a3d697.0,MANZANO,Zaire,NA,RDP1,trj
a0f35768.0,HABIGANJ BORO 6,Bangladesh,NA,RDP1,admixed
a31b4a06.0,BISER 1,Bulgaria,NA,RDP1,tej
a32e0586.0,IR-44595,Nepal,NA,RDP1,admixed-ind
a446becd.0,CHINA 1039,China,NA,RDP1,ind1
a4acb3d5.0,PECOS,United States,NA,RDP1,admixed-jap
a53530c6.0,HEUKGYEONG,Republic of Korea,NA,RDP1,tej
a5a6e2dd.0,CHANG CH'SANG HSU TAO,China,NA,RDP1,ind1
a5ec1b10.0,GOGO LEMPUK,Indonesia,NA,RDP1,trj
a796716d.0,PEH-KUH-TSAO-TU,Taiwan,NA,RDP1,ind1
a7983b03.0,RIZ LOCAL,Burkina Faso,NA,RDP1,admixed-ind
a7bec464.0,SABHARAJ,Bangladesh,NA,RDP1,ind1
a8319fc6.0,SERATOES HARI,Indonesia,NA,RDP1,admixed-ind
ac7a352c.0,CENIT,Argentina,NA,RDP1,trj
aceb3352.0,HATSUNISHIKI,Japan,NA,RDP1,tej
ad1a9c05.0,MOROBEREKAN,Guinea,NA,RDP1,trj
aeed4684.0,GHORBHAI,Bangladesh,NA,RDP1,aus
af77442b.0,ARC 10376,India,NA,RDP1,aus
b0816082.0,JAMBU,Indonesia,NA,RDP1,trj
b21f7528.0,27,Dominican Republic,NA,RDP1,trj
b2320902.0,WC 3397,Jamaica,NA,RDP1,trj
b23710c4.0,JING 185-7,China,NA,RDP1,ind2
b238d197.0,ZHE 733,China,NA,RDP1,ind1
b29d3bf4.0,TOPLOEA 70/76,Romania,NA,RDP1,tej
b3a301ea.0,YODANYA,Myanmar,NA,RDP1,ind1
b403e79f.0,PATNAI 23,Unknown,NA,RDP1,trj
